id,titulo,genero,artista_id
6084,Rule attorney,Pop,3022
6085,Fly identify able,Electronic,14348
6086,Eye figure investment reason,Hip-Hop,18515
6087,Better sure major,Rock,3160
6088,Child fear figure,Hip-Hop,6404
6089,Everyone activity way,Jazz,10209
6090,Rise list,Pop,12232
6091,Seven my,Pop,15884
6092,Town data best,Electronic,9081
6093,Their,Hip-Hop,3974
6094,Health weight second,Jazz,16337
6095,Their,Hip-Hop,18881
6096,Color whole fast top,Hip-Hop,19275
6097,Store sort,Hip-Hop,18454
6098,Foot audience,Jazz,9919
6099,Face president,Hip-Hop,16540
6100,First citizen,Pop,19175
6101,Art market politics,Pop,6265
6102,Expect again,Rock,17288
6103,Production although,Hip-Hop,10499
6104,May,Hip-Hop,9738
6105,Body,Pop,3508
6106,Reason idea national,Hip-Hop,14500
6107,Room standard move,Hip-Hop,19735
6108,Positive response lawyer,Jazz,10549
6109,Admit far similar,Jazz,18672
6110,The executive,Hip-Hop,11511
6111,Others work how,Pop,16503
6112,Real will some,Rock,3425
6113,Travel best,Electronic,2685
6114,Cut parent,Pop,17517
6115,And,Rock,11160
6116,Space produce seat,Electronic,7490
6117,Fall own,Rock,17128
6118,Economic next thousand,Electronic,1455
6119,Nature now poor,Pop,196
6120,Why suddenly,Electronic,6263
6121,Economic the fund,Hip-Hop,12656
6122,Practice matter short,Hip-Hop,16231
6123,Property often account,Rock,3211
6124,Wide wind ahead,Rock,7997
6125,Vote require despite research,Pop,8122
6126,Good first,Jazz,304
6127,Increase popular,Pop,16298
6128,High,Jazz,14473
6129,Couple staff produce,Jazz,9965
6130,Clear figure large,Electronic,4817
6131,Court recently hit,Hip-Hop,5008
6132,Push kitchen effort,Pop,2421
6133,Heart catch herself,Hip-Hop,17459
6134,Staff adult today,Rock,5956
6135,Color sign,Jazz,6356
6136,Allow land community,Electronic,10858
6137,Officer now,Jazz,13354
6138,Personal protect together,Hip-Hop,16375
6139,Anything sell,Electronic,9035
6140,Onto your,Jazz,9931
6141,Ground admit director,Rock,3480
6142,Surface build,Hip-Hop,13368
6143,Kind artist game,Pop,10365
6144,Off ask forget,Pop,19535
6145,Cultural chance even gas,Jazz,15882
6146,Paper,Rock,7355
6147,Street understand,Rock,5974
6148,At condition,Pop,2361
6149,Page if,Pop,9303
6150,Design affect,Rock,9778
6151,Which again official consumer,Pop,11719
6152,Fly class manager,Electronic,17924
6153,Environmental send,Jazz,1286
6154,Clearly far rest doctor,Hip-Hop,7816
6155,Approach policy rock,Rock,10729
6156,Yeah exist,Jazz,2110
6157,Career,Hip-Hop,2892
6158,Medical of,Jazz,8232
6159,Inside doctor,Hip-Hop,8018
6160,Might place forward,Electronic,19940
6161,Everyone part,Pop,3021
6162,Before information less,Pop,14846
6163,Decision,Rock,5374
6164,Material answer,Hip-Hop,9845
6165,Much attention partner,Electronic,8155
6166,From bad job,Hip-Hop,2302
6167,Appear occur fall,Pop,6766
6168,Impact fire,Rock,1568
6169,Past southern society,Pop,17889
6170,Red area,Electronic,17977
6171,Least newspaper,Jazz,9055
6172,Scene worry require,Hip-Hop,2139
6173,Station expect fact upon,Hip-Hop,13624
6174,Investment,Rock,3417
6175,Girl tax,Rock,19740
6176,Return civil,Electronic,9059
6177,Tax the prevent,Pop,665
6178,Treatment agreement,Hip-Hop,11044
6179,School tree at,Rock,14767
6180,Small rate win,Jazz,4732
6181,Establish me,Electronic,12106
6182,Eight total,Rock,9994
6183,Camera establish respond,Electronic,12606
6184,About all,Rock,1167
6185,Energy start after,Jazz,19202
6186,Consumer practice,Jazz,17875
6187,Huge this,Rock,8133
6188,Present develop class,Pop,10988
6189,System citizen,Hip-Hop,8864
6190,Research black central,Hip-Hop,374
6191,Indeed population,Electronic,4707
6192,Knowledge his,Hip-Hop,5615
6193,Scene stage him,Electronic,15804
6194,Response,Jazz,2959
6195,Whether decision,Pop,5439
6196,Property song,Electronic,4791
6197,Organization plant,Hip-Hop,10795
6198,Available leave,Pop,1375
6199,Us despite,Electronic,11692
6200,Everybody hair,Pop,6691
6201,Get stop message,Pop,1368
6202,Exist,Hip-Hop,18725
6203,Several water support try,Jazz,6693
6204,Former wind move,Rock,16870
6205,Visit,Pop,5860
6206,Suddenly compare,Rock,3899
6207,Campaign article training,Pop,9666
6208,Eight fight traditional,Hip-Hop,2421
6209,Long,Hip-Hop,4968
6210,Often line,Electronic,1445
6211,State sing,Pop,2345
6212,Vote report,Rock,15850
6213,Someone fly,Jazz,7747
6214,Any north,Jazz,7622
6215,Attorney country,Pop,5960
6216,Cut statement,Rock,17165
6217,Half well another,Pop,17693
6218,Figure particular,Jazz,2155
6219,Sister,Electronic,15279
6220,Kitchen son but,Jazz,16667
6221,Image reach woman,Jazz,19227
6222,Game life other,Jazz,2325
6223,Involve traditional,Hip-Hop,10520
6224,Son trip,Electronic,5255
6225,Member step,Electronic,12100
6226,Hope best,Pop,4785
6227,Song weight,Rock,11592
6228,Quite,Pop,17145
6229,Five education summer,Pop,1002
6230,Expert against gun,Pop,13291
6231,Laugh miss,Jazz,7480
6232,Sport she by,Rock,9928
6233,Coach effort lot,Pop,9587
6234,Relate authority,Rock,4840
6235,Matter check company describe,Jazz,12726
6236,People stuff,Electronic,17037
6237,Measure method,Jazz,1054
6238,Interesting Mrs,Pop,4938
6239,Trip paper,Jazz,18961
6240,Pay environment our,Jazz,9105
6241,Indicate run hundred successful,Jazz,16439
6242,Play that back spend,Hip-Hop,7786
6243,Machine,Jazz,11813
6244,Operation improve score fall,Rock,16483
6245,Cost face,Electronic,7448
6246,Suddenly step poor,Jazz,2431
6247,Choose north apply,Jazz,1655
6248,See view item,Rock,5220
6249,How take,Rock,17620
6250,Market something,Jazz,11592
6251,Exactly theory,Pop,2843
6252,Class parent,Electronic,3346
6253,Bag work job,Rock,8673
6254,Drug power,Pop,1046
6255,Almost piece offer,Pop,11511
6256,After look,Pop,18990
6257,Important physical,Rock,16520
6258,Reality senior,Hip-Hop,19408
6259,Participant we successful once,Rock,9024
6260,Together way,Pop,15814
6261,Use language reality,Rock,892
6262,Player only candidate,Pop,15079
6263,Husband low,Rock,13864
6264,Deal daughter,Rock,14543
6265,Every quickly find,Jazz,7876
6266,Natural six avoid,Rock,12312
6267,Assume base claim,Rock,442
6268,Interesting door let,Hip-Hop,3054
6269,Magazine consider practice,Jazz,6631
6270,Federal civil,Rock,12459
6271,Late hospital sign,Rock,18462
6272,How sign,Electronic,2859
6273,We international,Jazz,4940
6274,Leg thought wish,Hip-Hop,7762
6275,Often event decision,Electronic,3379
6276,Reality design choice,Pop,2077
6277,Amount television,Hip-Hop,11340
6278,Whether effect,Pop,18904
6279,Nor alone off,Jazz,17068
6280,Season around,Hip-Hop,19625
6281,Up represent deal,Pop,11942
6282,Base wait,Electronic,17916
6283,White trade whether enter,Pop,4664
6284,Third letter type,Jazz,2289
6285,Art poor during,Pop,10889
6286,Focus out himself,Electronic,7555
6287,Likely fight,Hip-Hop,15359
6288,Myself degree explain represent,Jazz,12635
6289,Company treat,Jazz,13061
6290,Charge day,Hip-Hop,10683
6291,Show management,Rock,2554
6292,Boy travel life,Pop,13247
6293,I research money,Jazz,7801
6294,Three couple,Jazz,18847
6295,Ball two strategy number,Jazz,17820
6296,Way project pressure,Hip-Hop,2315
6297,If the,Rock,13756
6298,That next particular,Electronic,5349
6299,Agent information debate memory,Electronic,3878
6300,Plan discussion various radio,Jazz,14767
6301,Different group give,Electronic,4377
6302,Have sound trouble,Jazz,12530
6303,Feel tell,Jazz,15812
6304,List night,Jazz,11489
6305,Hour so industry,Jazz,6929
6306,Box share order,Jazz,83
6307,Sing participant find,Electronic,2998
6308,And store,Hip-Hop,6007
6309,Yet push,Pop,2649
6310,Likely ready,Hip-Hop,7548
6311,Pay room,Electronic,7149
6312,Point nor,Jazz,19351
6313,Ball forward,Pop,103
6314,Food actually data,Electronic,11737
6315,Nor measure clearly,Hip-Hop,10460
6316,Effect car wish dog,Electronic,14648
6317,Half although,Pop,8283
6318,Thing available room,Pop,15474
6319,Southern cut public,Pop,8731
6320,Amount eat nor,Jazz,12868
6321,Finish service,Rock,1592
6322,Including gun,Pop,192
6323,Though around,Rock,8968
6324,Huge performance,Pop,4222
6325,Heart parent,Electronic,463
6326,Whom foreign,Electronic,9016
6327,Build road receive,Hip-Hop,6809
6328,Often produce,Jazz,597
6329,Strong affect,Rock,8219
6330,Short experience,Hip-Hop,1019
6331,Energy learn,Jazz,581
6332,Occur bring three,Jazz,3128
6333,Say week none,Rock,15094
6334,Affect or administration,Pop,15781
6335,A as operation,Pop,15999
6336,Strong new,Pop,19792
6337,Later support,Rock,9259
6338,Daughter for minute,Rock,19271
6339,Television establish,Electronic,16547
6340,Pressure cause,Electronic,5747
6341,Ever leave,Rock,12165
6342,Reason particularly,Hip-Hop,4652
6343,Dinner door will,Pop,16325
6344,Us them hear choose,Pop,12184
6345,Food court,Electronic,6898
6346,His detail forget,Jazz,18170
6347,Medical watch,Rock,13562
6348,Kind sport wind,Jazz,12369
6349,Effect sure compare,Rock,6759
6350,Probably keep,Rock,14192
6351,Road wish budget,Jazz,12396
6352,Standard brother,Jazz,8330
6353,Network voice,Pop,12711
6354,Air nice,Rock,2282
6355,Chair through,Jazz,12762
6356,Day religious adult,Jazz,16901
6357,College mouth,Rock,19835
6358,Window investment player green,Electronic,7958
6359,Huge professor fly,Rock,5541
6360,Fight thing range,Jazz,11068
6361,Decide design,Pop,15301
6362,Professor wide,Rock,2453
6363,Without,Rock,15987
6364,Book trade relate speak,Jazz,118
6365,Ten thousand,Hip-Hop,12144
6366,Able clearly mother,Hip-Hop,11440
6367,Visit side born,Hip-Hop,4711
6368,Of wonder,Electronic,3963
6369,Herself sense relationship,Hip-Hop,9212
6370,Per result several,Electronic,18886
6371,Establish argue tonight,Jazz,11319
6372,Study risk,Pop,3044
6373,Down somebody necessary maybe,Electronic,6022
6374,Some discussion,Hip-Hop,1061
6375,Style when,Rock,19275
6376,Natural save,Jazz,19919
6377,Statement popular worry,Hip-Hop,2037
6378,Girl offer,Jazz,15355
6379,According must begin,Pop,1246
6380,Science force couple,Rock,2886
6381,Perhaps top,Pop,18696
6382,Actually can address,Pop,12150
6383,Possible,Hip-Hop,2238
6384,Position nor,Electronic,3275
6385,Now east loss,Hip-Hop,2025
6386,Fear,Hip-Hop,12806
6387,Daughter world,Hip-Hop,6914
6388,Evening college,Jazz,3619
6389,Customer guess pick,Jazz,16115
6390,Send three but,Rock,8751
6391,Admit rest film,Hip-Hop,8133
6392,Read baby,Rock,12663
6393,Memory culture,Rock,11693
6394,Certainly,Pop,16692
6395,Understand key operation,Rock,596
6396,Our,Hip-Hop,18783
6397,Activity along Mrs,Jazz,19170
6398,Onto,Hip-Hop,15476
6399,Property east he,Hip-Hop,15883
6400,Rate your adult,Jazz,8433
6401,Short PM,Electronic,9368
6402,Result spring,Rock,5197
6403,Painting usually,Hip-Hop,7488
6404,Go,Pop,12491
6405,Analysis eight north contain,Jazz,11924
6406,Voice behind,Hip-Hop,7365
6407,Church scene pull,Jazz,14928
6408,Effect write,Pop,5122
6409,Rich indicate recognize benefit,Rock,17860
6410,Sell get part,Hip-Hop,13027
6411,Tend environment organization fund,Rock,18451
6412,Recognize property,Hip-Hop,574
6413,Song morning tax,Electronic,19892
6414,Any tend,Rock,10809
6415,Civil consumer,Hip-Hop,7940
6416,Protect wide cup,Rock,18585
6417,Stock process carry,Rock,8423
6418,Enough from southern,Rock,12432
6419,Above better evidence,Jazz,4841
6420,Interview particular,Electronic,6600
6421,I benefit,Rock,2279
6422,Character than test,Rock,16911
6423,All energy apply,Pop,913
6424,In national whose,Electronic,17846
6425,Hit view,Jazz,16326
6426,Thousand need war,Rock,16336
6427,Produce entire in,Jazz,4242
6428,Opportunity mind,Hip-Hop,9719
6429,House foot happy,Jazz,12979
6430,Later control well,Rock,8244
6431,Lot true drug,Rock,19344
6432,Guess mean economic,Rock,19806
6433,Reveal certain memory pass,Rock,4533
6434,Behind beautiful,Electronic,7379
6435,East study project,Rock,11524
6436,Common expect guy,Pop,15710
6437,Others study next,Rock,1139
6438,Campaign effort almost,Electronic,19675
6439,Usually national,Electronic,8731
6440,Actually entire green,Hip-Hop,3053
6441,Lose carry still speech,Hip-Hop,8964
6442,What top garden,Hip-Hop,19692
6443,Daughter wide,Electronic,12168
6444,Bit often,Electronic,16
6445,Prepare company,Jazz,13866
6446,Successful what,Jazz,8533
6447,Protect feel,Rock,14906
6448,So process,Jazz,5062
6449,Down alone station its,Rock,16728
6450,Onto Republican,Hip-Hop,3412
6451,Truth send within energy,Jazz,7875
6452,Animal cut necessary month,Electronic,10564
6453,Easy sister structure,Pop,1125
6454,Oil relationship,Hip-Hop,12092
6455,Thing arm ten,Jazz,5135
6456,Present look term,Rock,16414
6457,Tree some evening,Hip-Hop,1995
6458,Four manage unit quality,Rock,6679
6459,Woman compare film,Hip-Hop,17024
6460,Without financial beat,Rock,304
6461,Learn find account,Pop,5312
6462,Space center,Jazz,4445
6463,Body debate,Hip-Hop,17962
6464,Bag check shake,Electronic,13792
6465,Opportunity almost religious,Pop,6911
6466,Worry source,Pop,12237
6467,Tough debate,Rock,6412
6468,Front allow gun,Electronic,5847
6469,Key accept,Electronic,13077
6470,Billion account not,Pop,5153
6471,Around,Electronic,17974
6472,Poor relate address,Rock,13538
6473,Capital entire town whose,Electronic,3203
6474,Assume,Electronic,13605
6475,Choice affect Congress industry,Jazz,5860
6476,Garden,Hip-Hop,11539
6477,Respond,Rock,8857
6478,Seven happen,Hip-Hop,13561
6479,Raise and,Pop,5391
6480,Night as,Hip-Hop,6840
6481,Though usually,Hip-Hop,11674
6482,Yet national,Pop,453
6483,Cause skill attention prevent,Jazz,6983
6484,Section sport operation,Pop,18212
6485,However activity,Rock,736
6486,Pass address,Electronic,17021
6487,Dark billion us,Pop,10281
6488,Right last audience,Hip-Hop,655
6489,Adult,Hip-Hop,16339
6490,Measure pull describe,Jazz,3469
6491,Course south floor,Rock,9087
6492,Six baby hundred,Jazz,4728
6493,Everyone population join,Rock,1743
6494,Benefit already,Hip-Hop,2859
6495,Entire write would,Electronic,3403
6496,Method store trial,Pop,10770
6497,Soldier budget them customer,Electronic,13199
6498,Carry base,Jazz,19477
6499,With federal floor,Jazz,10627
6500,Reflect bit miss,Electronic,3229
6501,Family relate hospital,Electronic,15399
6502,Order sign,Electronic,11369
6503,Trouble office,Jazz,11303
6504,Perhaps listen support treat,Rock,10718
6505,Yard east,Jazz,19974
6506,Animal side foot,Hip-Hop,1084
6507,Money rule order,Rock,11824
6508,Financial number car,Rock,3316
6509,Wrong less,Rock,11274
6510,Concern blue,Jazz,8136
6511,Billion rest,Rock,17717
6512,Money clear,Electronic,1714
6513,Require conference out,Jazz,3640
6514,Church always,Pop,8858
6515,Work suffer force,Rock,15798
6516,Discover fact,Hip-Hop,9377
6517,Five exist break,Pop,19760
6518,Pass defense value least,Pop,17105
6519,Yourself little field,Electronic,5235
6520,Allow,Jazz,7366
6521,Dark pick now,Hip-Hop,11303
6522,Wear responsibility,Jazz,6234
6523,Suggest subject question,Electronic,19013
6524,Once war traditional,Electronic,19070
6525,Might hear him general,Jazz,14939
6526,Read room,Rock,18383
6527,Congress catch media,Pop,670
6528,Window decision,Pop,16550
6529,Its treat,Hip-Hop,6545
6530,His pattern,Jazz,15128
6531,Guess data,Jazz,12893
6532,Lose rock note,Electronic,9659
6533,Century marriage opportunity,Electronic,4168
6534,Tend participant he,Rock,19099
6535,Anything baby,Jazz,19547
6536,Realize old write,Jazz,5727
6537,Computer actually already,Hip-Hop,2114
6538,Laugh close manage,Jazz,5613
6539,West go,Rock,5196
6540,Reflect,Electronic,8717
6541,Laugh dog,Electronic,11203
6542,Professor physical front,Pop,3440
6543,Tell alone man,Rock,7500
6544,Center term central,Hip-Hop,13341
6545,Agreement wait watch visit,Pop,13882
6546,Western party,Jazz,16030
6547,Will various media,Pop,10694
6548,Feel that,Electronic,4602
6549,Black cost short range,Pop,15301
6550,Star accept such by,Electronic,11545
6551,Society much news trouble,Electronic,12104
6552,Something level main,Pop,196
6553,Kitchen notice should,Rock,15528
6554,Evening activity,Rock,9838
6555,Bill way election,Hip-Hop,17636
6556,Civil six effect,Electronic,3994
6557,Since leader,Rock,12346
6558,Program carry state,Hip-Hop,3147
6559,Wish,Electronic,2956
6560,Sometimes check,Hip-Hop,2046
6561,Break enough,Jazz,9702
6562,Represent,Hip-Hop,5671
6563,Practice enjoy budget,Electronic,19808
6564,About usually,Rock,2482
6565,Choice it responsibility,Pop,18360
6566,Mrs score vote,Electronic,17147
6567,Focus,Electronic,3183
6568,Organization fine cover,Rock,3146
6569,Sure born stay,Hip-Hop,80
6570,Bad business high writer,Jazz,19618
6571,Technology popular,Pop,15639
6572,Budget much,Hip-Hop,2153
6573,Color represent,Pop,10216
6574,Former prepare entire,Electronic,2429
6575,Carry adult character conference,Electronic,8665
6576,Eye check herself,Electronic,19190
6577,Recently detail current,Hip-Hop,15668
6578,Particularly piece win,Pop,8471
6579,Green sense,Electronic,12730
6580,White fact,Jazz,5996
6581,Itself building woman,Jazz,4764
6582,General tonight,Hip-Hop,197
6583,Art individual image,Electronic,4664
6584,Why individual,Pop,10520
6585,Suggest deal,Rock,5901
6586,Nor no keep,Rock,12041
6587,Likely choice,Rock,9250
6588,Boy almost,Pop,2150
6589,Life night a,Pop,515
6590,Decide director,Jazz,17128
6591,Side control beautiful,Jazz,7947
6592,Lot cover,Rock,16602
6593,Feel report,Pop,5914
6594,Second local save,Electronic,10568
6595,Traditional anything while,Hip-Hop,12053
6596,Meeting lead,Pop,12625
6597,Spring under deal,Pop,7817
6598,Cultural leader,Jazz,2940
6599,Region big,Pop,9886
6600,Popular expect early must,Jazz,10352
6601,Send money,Hip-Hop,13660
6602,Dog scene,Electronic,7330
6603,Computer city across,Electronic,3489
6604,Someone green opportunity page,Hip-Hop,19058
6605,Book record,Electronic,7657
6606,Idea have drive,Hip-Hop,19987
6607,Source only,Hip-Hop,3018
6608,Cultural word,Jazz,13228
6609,Board card among,Pop,16540
6610,Once,Hip-Hop,16362
6611,Prepare market,Electronic,18280
6612,Word challenge realize,Jazz,13750
6613,Skill right,Jazz,935
6614,Fast difference,Rock,7647
6615,Wait beyond,Electronic,6562
6616,Major cost debate democratic,Electronic,3492
6617,Former age,Hip-Hop,4455
6618,Great word election,Electronic,13153
6619,Newspaper hear,Jazz,10081
